trial_uid,binary_success_label,start_year,phase_numeric,num_arms,is_randomized,is_multi_center,country_count,is_multi_country,intervention_type,is_combination_therapy,sponsor_type,sponsor_trial_count_total,sponsor_trial_count_last_5y,sponsor_success_rate_historical,is_top_10_sponsor,target_primary,target_category,target_trial_count_total,target_trial_count_last_5y,target_success_rate_historical,is_novel_target
NCT03127124,0,2017,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,nant 008,drug,0,0,NA,1
NCT03136406,0,2017,1,NA,0,0,1,0,DRUG,1,biotech,1,1,NA,0,cyclophosphamide,drug,1,1,NA,0
NCT03140670,0,2017,2,NA,0,0,1,0,DRUG,0,academic,8,6,1,0,rucaparib,drug,1,1,NA,0
NCT03180437,1,2017,1,NA,0,0,1,0,PROCEDURE,1,academic,7,7,0,0,ire surgery,procedure,0,0,NA,1
NCT03187587,0,2017,NA,NA,0,0,1,0,DEVICE,1,academic,1,1,1,0,imilt,device,0,0,NA,1
NCT03192462,1,2017,1,NA,0,0,1,0,BIOLOGICAL,0,unknown,0,0,NA,0,multitaa specific t cells,biological,0,0,NA,1
NCT03193190,1,2017,1,NA,0,0,5,1,DRUG,0,big_pharma,8,3,0.667,0,nab paclitaxel,drug,18,17,0.727,0
NCT03199144,0,2017,2,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,chemotherapy,drug,11,2,NA,0
NCT03207724,1,2017,1,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,xilonix plus onivyde and 5fu,drug,0,0,NA,1
NCT03213626,0,2017,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,cabozantinib 40 mg,drug,0,0,NA,1
NCT03214250,1,2017,1,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,apx005m,drug,0,0,NA,1
NCT03225781,0,2017,NA,NA,0,0,1,0,DEVICE,0,unknown,1,1,1,0,electrochemotherapy with bleomycin,device,0,0,NA,1
NCT03245658,0,2017,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,thc and cbd mixture,drug,0,0,NA,1
NCT03250273,1,2017,2,NA,0,0,1,0,DRUG,0,academic,21,5,0.545,1,entinostat,drug,0,0,NA,1
NCT03273374,1,2017,NA,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,intraoperative radiation therapy iort,device,0,0,NA,1
NCT03300921,0,2017,1,NA,0,0,1,0,DRUG,0,academic,8,6,1,0,paricalcitol,drug,1,1,NA,0
NCT03307148,1,2017,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,atra,drug,0,0,NA,1
NCT03323944,0,2017,1,NA,0,0,1,0,BIOLOGICAL,0,academic,3,2,0,0,hucart meso cells,biological,0,0,NA,1
NCT03329248,0,2017,1,NA,0,0,1,0,BIOLOGICAL,1,biotech,1,1,NA,0,alt 803,biological,0,0,NA,1
NCT03331055,1,2017,NA,NA,0,0,1,0,DEVICE,0,academic,7,7,0,0,pens,device,0,0,NA,1
NCT03331562,1,2017,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,pembrolizumab,drug,1,1,NA,0
NCT03331640,0,2017,2,NA,0,0,1,0,DRUG,0,unknown,8,7,1,0,off,drug,0,0,NA,1
NCT03337997,0,2017,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,irreversible electroporation,procedure,3,3,0,0
NCT03340974,1,2017,1,NA,0,0,1,0,DRUG,1,biotech,0,0,NA,0,gc4419,drug,0,0,NA,1
NCT03344172,0,2017,2,NA,0,0,1,0,DRUG,0,unknown,1,1,0,0,gemcitabine nab paclitaxel hydroxychloroquine and avelumab,drug,0,0,NA,1
NCT03374852,0,2017,2,NA,0,0,NA,0,DRUG,0,academic,5,4,0.667,0,cpi 613,drug,1,1,0,0
NCT03376659,0,2017,1,NA,0,0,1,0,DRUG,1,academic,4,2,0,0,durvalumab,drug,1,1,NA,0
NCT03377491,1,2017,3,NA,0,0,20,1,DEVICE,1,biotech,1,1,NA,0,novottf 200t,device,0,0,NA,1
NCT03387098,0,2017,1,NA,0,0,1,0,DRUG,1,biotech,1,1,NA,0,aldoxorubicin hcl,drug,0,0,NA,1
NCT03392571,0,2017,2,NA,0,0,NA,0,DRUG,0,unknown,4,0,NA,0,ngc triple regimen,drug,0,0,NA,1
NCT03404960,1,2017,1,NA,0,0,1,0,DRUG,0,academic,3,2,0,0,niraparib nivolumab,drug,0,0,NA,1
NCT03417921,0,2018,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,abtl0812,drug,0,0,NA,1
NCT03432676,0,2018,2,NA,0,0,NA,0,DRUG,1,academic,23,8,0.625,1,epacadostat,drug,0,0,NA,1
NCT03443492,1,2018,2,NA,0,0,1,0,DRUG,0,academic,6,1,1,0,s 1,drug,5,1,0,0
NCT03444948,0,2017,NA,NA,0,0,1,0,DEVICE,1,academic,2,1,0,0,eus rfa using habib tm as a probe,device,0,0,NA,1
NCT03468335,1,2018,3,NA,0,0,1,0,DRUG,0,unknown,9,8,0.8,0,irinotecan liposomal injection onivyde,drug,0,0,NA,1
NCT03469258,0,2018,2,NA,0,0,1,0,DRUG,0,academic,9,2,0,0,pancrelipase,drug,1,1,0,0
NCT03470948,0,2018,NA,NA,0,0,1,0,OTHER,0,academic,1,0,NA,0,observe postoperative complications,other,0,0,NA,1
NCT03471468,0,2018,NA,NA,0,0,1,0,PROCEDURE,0,academic,1,1,1,0,kinetics of microparticles under chemotherapy,procedure,0,0,NA,1
NCT03481920,0,2018,0.5,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,pegylated recombinant human hyaluronidase pegph20,drug,1,1,0,0
NCT03492164,0,2018,0.5,NA,0,0,1,0,DRUG,0,academic,10,7,0.333,0,18f fluorthanatrace 18f ftt,drug,0,0,NA,1
NCT03509298,0,2018,2,NA,0,0,1,0,BIOLOGICAL,1,academic,10,10,0.667,0,activated cik and cd3 muc1 bispecific antibody in treating pancreatic cancer,biological,0,0,NA,1
NCT03512756,0,2018,2,NA,1,1,1,0,DRUG,0,biotech,0,0,NA,0,sm 88 used with mps methoxsalen phenytoin sirolimus,drug,0,0,NA,1
NCT03513705,1,2018,NA,NA,0,0,1,0,OTHER,0,unknown,5,3,1,0,best practices in pancreatic cancer care,other,0,0,NA,1
NCT03517176,1,2018,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,cend 1,drug,0,0,NA,1
NCT03519308,0,2018,0.5,NA,0,0,1,0,DRUG,0,academic,10,7,0.333,0,nivolumab,drug,4,4,1,0
NCT03520790,0,2018,1,NA,0,0,1,0,DRUG,1,academic,9,2,0,0,gemcitabine,drug,59,19,0.478,0
NCT03531125,0,2018,NA,NA,0,0,1,0,PROCEDURE,0,academic,2,2,1,0,endoscopic ultrasound,procedure,2,2,1,0
NCT03536182,0,2018,3,NA,0,0,2,1,RADIATION,0,academic,5,3,0,0,carbon ion radiation therapy cirt,radiation,0,0,NA,1
NCT03536208,0,2018,0.5,NA,0,0,1,0,DRUG,0,academic,5,3,0,0,warfarin,drug,0,0,NA,1
NCT03541486,0,2018,2,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,ascorbate,drug,1,1,NA,0
NCT03563144,0,2018,2,NA,0,0,1,0,DRUG,1,biotech,4,3,0,0,gemcitabine,drug,59,19,0.478,0
NCT03578939,1,2018,NA,NA,0,0,1,0,PROCEDURE,0,academic,1,1,NA,0,biopsy eus guided,procedure,0,0,NA,1
NCT03585062,0,2018,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,s1,drug,1,1,NA,0
NCT03586869,0,2018,1,NA,0,0,1,0,DRUG,1,biotech,4,3,0,0,aldoxorubicin hcl,drug,1,1,0,0
NCT03590275,1,2018,NA,NA,0,0,1,0,DRUG,0,unknown,3,3,NA,0,folfirinox,drug,10,7,0.2,0
NCT03592888,1,2018,1,NA,0,0,1,0,DRUG,0,academic,5,4,0.25,0,mdc3 8 kras vaccine,drug,0,0,NA,1
NCT03599362,0,2018,2,NA,0,0,1,0,DRUG,1,unknown,5,2,0,0,nivolumab cabiralizumab,drug,0,0,NA,1
NCT03600623,0,2018,0.5,NA,0,0,1,0,DRUG,0,academic,4,2,0,0,folfirinox,drug,10,7,0.2,0
NCT03610490,0,2018,2,NA,0,0,1,0,BIOLOGICAL,1,academic,23,8,0.625,1,autologous tumor infiltrating lymphocytes mda til,biological,0,0,NA,1
NCT03645148,1,2018,1,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,ineo vac p01,biological,0,0,NA,1
NCT03648632,1,2018,NA,NA,0,0,1,0,RADIATION,0,unknown,2,0,0,0,stereotactic radiotherapy,radiation,1,1,1,0
NCT03649035,0,2018,3,NA,0,0,1,0,DEVICE,0,academic,1,1,NA,0,htp treatment,device,0,0,NA,1
NCT03649321,0,2018,1,NA,0,0,1,0,DRUG,0,academic,5,3,0,0,bemcentinib,drug,0,0,NA,1
NCT03693378,1,2018,NA,NA,0,0,5,1,NA,0,biotech,0,0,NA,0,biomarker,NA,24,12,0,0
NCT03697239,0,2018,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,ascorbic acid,drug,0,0,NA,1
NCT03711890,0,2018,NA,NA,0,0,1,0,PROCEDURE,1,academic,2,0,1,0,optical coherence tomography,procedure,0,0,NA,1
NCT03716596,0,2018,1,NA,0,0,1,0,RADIATION,1,academic,1,1,NA,0,sbrt,radiation,1,1,1,0
NCT03718650,0,2018,0.5,NA,0,0,1,0,DRUG,1,academic,7,2,0.333,0,pimonidazole,drug,0,0,NA,1
NCT03723915,0,2018,2,NA,0,0,1,0,BIOLOGICAL,0,academic,3,0,0.5,0,pembrolizumab,biological,3,3,1,0
NCT03724435,0,2018,NA,NA,0,0,4,1,NA,0,unknown,0,0,NA,0,imaging diagnostics,NA,28,16,0,0
NCT03726021,1,2018,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,irinotecan oxaliplatin and s1,drug,0,0,NA,1
NCT03727880,1,2018,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,pembrolizumab,drug,3,3,1,0
NCT03760614,0,2018,1,NA,0,0,NA,0,DRUG,0,academic,10,7,0.333,0,entinostat,drug,1,1,1,0
NCT03778879,0,2018,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,ccx872 b,drug,1,1,NA,0
NCT03784417,0,2018,NA,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,eus guided laser ablation,device,0,0,NA,1
NCT03788382,1,2018,NA,NA,0,0,1,0,NA,0,unknown,2,2,0.5,0,resectable disease,NA,28,13,1,0
NCT03798769,1,2018,NA,NA,0,0,1,0,OTHER,0,academic,11,3,0.25,1,supportive oncology care at home,other,0,0,NA,1
NCT03801915,1,2019,2,NA,0,0,1,0,DRUG,1,academic,40,5,0.714,1,mvt 5873,drug,1,1,0,0
NCT03820544,0,2019,NA,NA,0,0,1,0,PROCEDURE,1,academic,6,5,0.5,0,endoscopic retrograde cholangiopancreatography,procedure,0,0,NA,1
NCT03822936,0,2019,2,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,preoperative chemotherapy,drug,0,0,NA,1
NCT03848182,0,2019,2,NA,0,0,1,0,DRUG,1,unknown,2,1,0,0,gemcitabine,drug,67,21,0.44,0
NCT03859869,0,2019,4,NA,0,0,1,0,DRUG,0,big_pharma,0,0,NA,0,pancrelipase,drug,2,2,0,0
NCT03890198,0,2019,0.5,NA,0,0,1,0,BIOLOGICAL,0,academic,1,1,NA,0,lcar c182a cells,biological,0,0,NA,1
NCT03891979,0,2019,4,NA,0,0,1,0,DRUG,0,unknown,6,3,0,0,pembrolizumab,drug,5,5,0.667,0
NCT03908333,0,2019,1,NA,0,0,1,0,DRUG,0,unknown,4,3,NA,0,ascorbic acid,drug,1,1,0,0
NCT03943667,1,2019,3,NA,0,0,1,0,DRUG,0,unknown,5,2,1,0,gemcitabine,drug,67,21,0.44,0
NCT03956056,0,2019,1,NA,0,0,1,0,BIOLOGICAL,1,academic,8,5,0.2,0,neoantigen peptide vaccine,biological,0,0,NA,1
NCT03974854,0,2019,2,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,xeloxiri 3,drug,0,0,NA,1
NCT03977272,1,2019,2,NA,0,0,1,0,DRUG,1,academic,2,2,NA,0,combination drug,drug,0,0,NA,1
NCT03979066,0,2019,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,atezolizumab,drug,0,0,NA,1
NCT03982446,1,2019,NA,NA,0,0,1,0,GENETIC,0,unknown,2,1,NA,0,mutations,genetic,0,0,NA,1
NCT04037241,0,2019,2,NA,0,0,NA,0,BIOLOGICAL,1,biotech,0,0,NA,0,anti cea car t cells,biological,0,0,NA,1
NCT04045730,0,2019,2,NA,0,0,NA,0,DRUG,0,academic,4,3,0,0,gemcitabine,drug,67,21,0.44,0
NCT04046887,0,2019,1,NA,0,0,1,0,DRUG,0,unknown,1,1,0,0,lonsurf,drug,0,0,NA,1
NCT04058964,0,2019,2,NA,0,0,1,0,BIOLOGICAL,0,academic,26,11,0.5,1,pegylated recombinant human hyaluronidase ph20,biological,0,0,NA,1
NCT04070313,0,2019,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,s 1,drug,6,2,0.333,0
NCT04083235,1,2019,3,NA,0,0,18,1,DRUG,0,unknown,1,1,1,0,irinotecan liposomal injection,drug,1,1,NA,0
NCT04083651,0,2019,2,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,methylnaltrexone bromide,drug,0,0,NA,1
NCT04090463,0,2019,2,NA,0,0,1,0,RADIATION,0,unknown,3,3,0.667,0,intraoperative radiotherapy,radiation,0,0,NA,1
NCT04098432,1,2019,1,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,nivolumab,drug,6,6,0.5,0
NCT04109495,1,2019,NA,NA,0,0,1,0,OTHER,0,academic,8,7,0,0,smart phone application noom,other,0,0,NA,1
NCT04123574,0,2019,0.5,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,talabostat mesylate,drug,0,0,NA,1
NCT04130399,0,2019,2,NA,0,0,1,0,RADIATION,1,academic,3,1,0,0,stereotactic body radiation therapy sbrt,radiation,2,0,0,0
NCT04131192,0,2019,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,z650,drug,0,0,NA,1
NCT04133155,1,2019,NA,NA,0,0,1,0,DRUG,0,academic,5,2,1,0,nab paclitaxel plus gemcitabine,drug,1,1,NA,0
NCT04134468,0,2019,2,NA,0,0,1,0,DRUG,0,academic,13,9,0.167,1,pegvorhyaluronidase alfa,drug,0,0,NA,1
NCT04136769,0,2019,NA,NA,0,0,1,0,PROCEDURE,0,unknown,0,0,NA,0,visceral debranching,procedure,0,0,NA,1
NCT04141995,0,2019,2,NA,0,0,1,0,DRUG,0,academic,5,1,1,0,digoxin,drug,0,0,NA,1
NCT04151719,0,2019,3,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,methylnaltrexone bromide mntx,drug,0,0,NA,1
NCT04176952,0,2019,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,folfox a,drug,0,0,NA,1
NCT04193904,0,2019,1,NA,0,0,1,0,DRUG,1,biotech,0,0,NA,0,mrx0518,drug,0,0,NA,1
NCT04203641,0,2019,1,NA,0,0,1,0,BIOLOGICAL,1,biotech,0,0,NA,0,l dos47,biological,0,0,NA,1
NCT04212026,0,2019,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,nivolumab,drug,6,6,0.5,0
NCT04228601,1,2020,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,fluzoparib,drug,0,0,NA,1
NCT04229004,1,2019,3,NA,0,1,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine combined with nab paclitaxel,drug,0,0,NA,1
NCT04257955,1,2020,NA,NA,0,0,1,0,BEHAVIORAL,0,unknown,8,0,0.667,0,interview and evaluation of engagement,behavioral,0,0,NA,1
NCT04258150,0,2020,2,NA,0,0,1,0,DRUG,1,academic,2,2,1,0,nivolumab,drug,9,9,0.5,0
NCT04262388,0,2020,2,NA,0,0,1,0,BIOLOGICAL,0,academic,11,4,0.5,0,durvalumab,biological,3,2,0,0
NCT04263948,1,2020,NA,NA,0,0,1,0,DEVICE,0,unknown,0,0,NA,0,picado system internet platform and connected objects,device,0,0,NA,1
NCT04276909,0,2019,NA,NA,0,0,1,0,COMBINATION_PRODUCT,1,biotech,0,0,NA,0,lum imaging system,combination_product,0,0,NA,1
NCT04281290,0,2020,1,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,electrochemotherapy electroporation with cliniporator vitae and chemotherapy drug bleomycin phc 15 e united states pharmacopeia usp,procedure,0,0,NA,1
NCT04300114,0,2020,3,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,fluzoparib,drug,0,0,NA,1
NCT04305067,1,2020,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,exercise,other,0,0,NA,1
NCT04306861,0,2019,NA,NA,0,0,NA,0,DIAGNOSTIC_TEST,0,academic,2,0,NA,0,mri,diagnostic_test,0,0,NA,1
NCT04315311,0,2020,4,NA,0,0,NA,0,DRUG,0,big_pharma,1,1,0,0,creon,drug,0,0,NA,1
NCT04329949,0,2020,3,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,relacorilant 100 mg and 25 mg,drug,0,0,NA,1
NCT04387071,0,2020,1,NA,0,0,1,0,BIOLOGICAL,1,academic,2,0,0,0,agonistic anti ox40 monoclonal antibody incagn01949,biological,0,0,NA,1
NCT04390243,0,2020,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,binimetinib,drug,1,1,NA,0
NCT04390763,0,2020,2,NA,0,0,14,1,BIOLOGICAL,1,big_pharma,1,0,NA,0,nis793,biological,0,0,NA,1
NCT04400903,0,2020,NA,NA,0,0,1,0,DEVICE,1,academic,4,2,0,0,activity monitor,device,0,0,NA,1
NCT04406571,1,2020,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,data record,other,0,0,NA,1
NCT04420130,0,2020,NA,NA,0,0,NA,0,DRUG,1,unknown,1,1,NA,0,camrelizumab,drug,0,0,NA,1
NCT04429490,1,2020,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,adipose tissue sampling during surgery and urine sampling,other,0,0,NA,1
NCT04476537,0,2020,NA,NA,0,0,1,0,DEVICE,0,academic,10,1,0,0,oncotreat,device,0,0,NA,1
NCT04524702,1,2020,2,NA,0,0,1,0,DRUG,0,academic,3,2,1,0,gemcitabine,drug,73,24,0.429,0
NCT04536077,0,2020,2,NA,0,0,1,0,DRUG,1,academic,11,7,0.167,0,cdx 301,drug,0,0,NA,1
NCT04542291,1,2020,1,NA,0,0,1,0,DRUG,1,academic,11,7,0.167,0,dapagliflozin,drug,0,0,NA,1
NCT04560270,1,2020,NA,NA,0,0,NA,0,DIAGNOSTIC_TEST,0,academic,2,2,0.5,0,blood samples,diagnostic_test,2,2,NA,0
NCT04565327,0,2020,2,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,hyperpolarized carbon c 13 pyruvate,drug,0,0,NA,1
NCT04592861,0,2020,3,NA,0,0,1,0,RADIATION,1,unknown,3,2,0,0,carbon ion rt,radiation,0,0,NA,1
NCT04603586,1,2020,NA,NA,0,0,1,0,RADIATION,1,academic,10,10,1,0,sbrt,radiation,2,2,0.5,0
NCT04617067,1,2020,2,NA,0,0,1,0,DRUG,0,unknown,2,0,NA,0,paricalcitol,drug,2,1,0,0
NCT04631445,1,2020,NA,NA,0,0,1,0,OTHER,0,unknown,1,0,NA,0,ketogenic diet,other,1,0,0,0
NCT04637698,0,2020,1,NA,0,0,1,0,BIOLOGICAL,0,biotech,0,0,NA,0,oh2 injection,biological,0,0,NA,1
NCT04643405,0,2020,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,apg 1387 for injection,drug,0,0,NA,1
NCT04698915,0,2021,2,NA,0,0,4,1,DRUG,0,biotech,1,1,1,0,drug gc4711,drug,0,0,NA,1
NCT04700488,0,2021,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,1,0,NA,0,6d mri,diagnostic_test,0,0,NA,1
NCT04755036,1,2021,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,survey and case vignette,other,0,0,NA,1
NCT04796948,1,2021,1,NA,0,0,1,0,DRUG,0,biotech,4,4,0.5,0,irinotecan liposome oxaliplatin 5 fu fluorouracil injection lv calcium folinate injection,drug,0,0,NA,1
NCT04807972,0,2021,1,NA,0,0,6,1,DRUG,0,big_pharma,2,2,0,0,abbv 927,drug,0,0,NA,1
NCT04809766,0,2021,1,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,autologous mesothelin specific tcr t cells,biological,0,0,NA,1
NCT04821219,0,2021,NA,NA,0,0,NA,0,OTHER,0,academic,14,6,0.333,1,treatment prediction pdt platform,other,0,0,NA,1
NCT04844970,0,2021,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,anamorelin hydrochloride,drug,0,0,NA,1
NCT04870034,0,2021,0.5,NA,0,0,1,0,DRUG,1,academic,4,0,0,0,binimetinib,drug,2,2,0,0
NCT04953962,1,2021,2,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,cbp501 16,drug,0,0,NA,1
NCT04983407,0,2021,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,batiraxcept,drug,0,0,NA,1
NCT05023291,0,2020,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,1,0,NA,0,positron emissie tomografie computer tomografie,diagnostic_test,0,0,NA,1
NCT05025371,1,2021,NA,NA,0,0,1,0,OTHER,0,academic,1,1,NA,0,systemic immune inflammatory markers,other,0,0,NA,1
NCT05074589,1,2021,3,NA,0,0,1,0,DRUG,0,biotech,4,4,0.5,0,irinotecan liposome 5 fluorouracil leucovorin,drug,0,0,NA,1
NCT05114213,0,2021,2,NA,0,0,2,1,RADIATION,1,academic,3,2,NA,0,sbrt,radiation,4,3,0.667,0
NCT05116917,0,2021,2,NA,0,0,1,0,DRUG,1,academic,4,4,0.667,0,nivolumab,drug,12,12,0.4,0
NCT05139199,1,2021,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,1,0,NA,0,auricular point acupressure group,behavioral,0,0,NA,1
NCT05188586,0,2021,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,mri imaging,other,0,0,NA,1
NCT05239182,0,2022,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,9 ing 41,drug,0,0,NA,1
NCT05289830,0,2022,2,NA,0,0,1,0,DRUG,1,academic,10,0,0.2,0,escitalopram,drug,0,0,NA,1
NCT05325281,0,2022,1,NA,0,0,1,0,DRUG,1,unknown,5,3,0,0,cpi 613 dose level 1 0 250 mg m 2,drug,0,0,NA,1
NCT05350384,1,2022,NA,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,methylprednisolone,drug,0,0,NA,1
NCT05360264,0,2022,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,decitabine 50 mg dacogen,drug,0,0,NA,1
NCT05360745,0,2022,NA,NA,0,0,NA,0,DIETARY_SUPPLEMENT,0,unknown,0,0,NA,0,aracomplex,dietary_supplement,0,0,NA,1
NCT05379907,0,2022,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,signatera ctdna testing,other,0,0,NA,1
NCT05380557,0,2022,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,biotech,0,0,NA,0,germline genetic testing,diagnostic_test,0,0,NA,1
NCT05417386,0,2022,1,NA,0,0,1,0,DRUG,1,unknown,1,1,NA,0,folfirinox,drug,18,8,0.286,0
NCT05435053,0,2022,2,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,nivolumab,drug,14,12,0.333,0
NCT05442749,0,2022,2,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,niraparib,drug,2,2,NA,0
NCT05481463,1,2022,2,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,surufatinib,drug,0,0,NA,1
NCT05483257,1,2022,NA,NA,0,0,1,0,DEVICE,0,unknown,0,0,NA,0,multigene panel for next generation sequencing,device,0,0,NA,1
NCT05484011,0,2022,1,NA,0,0,1,0,BIOLOGICAL,0,biotech,0,0,NA,0,odetiglucan,biological,0,0,NA,1
NCT05493995,1,2022,2,NA,0,0,1,0,DRUG,0,academic,2,1,NA,0,penpulimab,drug,0,0,NA,1
NCT05494866,0,2022,1,NA,0,0,1,0,DRUG,0,academic,3,0,0.667,0,cobicistat oral tablet,drug,0,0,NA,1
NCT05525286,0,2021,1,NA,0,0,5,1,DRUG,1,biotech,0,0,NA,0,sot102,drug,0,0,NA,1
NCT05546411,0,2022,2,NA,0,0,1,0,DRUG,1,unknown,1,1,NA,0,mfolfirinox,drug,7,3,0.75,0
NCT05631574,0,2022,1,NA,0,0,2,1,DRUG,0,biotech,0,0,NA,0,bmf 219,drug,0,0,NA,1
NCT05634525,0,2022,1,NA,0,0,1,0,DRUG,0,academic,33,12,0.455,1,mrtx849,drug,0,0,NA,1
NCT05657418,0,2022,1,NA,0,0,1,0,DRUG,1,biotech,0,0,NA,0,js107,drug,0,0,NA,1
NCT05702385,0,2023,NA,NA,0,0,1,0,OTHER,0,biotech,0,0,NA,0,educational materials for a new diagnostic test,other,0,0,NA,1
NCT05841706,0,2023,0.5,NA,0,0,1,0,BIOLOGICAL,1,academic,5,1,0,0,arm i packed red blood cell transfusion hgb 7 g dl,biological,0,0,NA,1
NCT05861336,0,2023,2,NA,0,0,1,0,DRUG,1,unknown,2,0,1,0,losartan,drug,0,0,NA,1
NCT05884463,1,2023,NA,NA,0,0,1,0,DRUG,0,academic,5,3,1,0,18f fapi,drug,0,0,NA,1
NCT06017323,0,2023,1,NA,0,0,1,0,DRUG,0,academic,8,3,0,0,gemcitabine,drug,79,20,0.448,0
NCT06054308,0,2023,NA,NA,0,0,1,0,OTHER,0,academic,1,0,0,0,msln cart,other,0,0,NA,1
NCT06069778,0,2023,1,NA,0,0,5,1,DRUG,0,unknown,0,0,NA,0,bnt321 0 5 mg kg,drug,0,0,NA,1
NCT06110598,0,2023,2,NA,0,0,1,0,DRUG,0,academic,12,2,0.167,0,capecitabine,drug,27,2,0.625,0
NCT06122480,0,2023,NA,NA,0,0,1,0,PROCEDURE,0,academic,32,7,0.583,1,surgery,procedure,0,0,NA,1
NCT06164691,0,2023,NA,NA,0,0,1,0,DEVICE,1,unknown,0,0,NA,0,blue light,device,0,0,NA,1
NCT06199466,0,2023,1,NA,0,0,1,0,DRUG,0,academic,37,14,0.417,1,gemcitabine,drug,79,20,0.448,0
NCT06199752,1,2023,4,NA,0,0,1,0,DIETARY_SUPPLEMENT,0,academic,0,0,NA,0,probiotic agent 25 billion cfu nowfoods usa inulin capsules 1000mg herbamama usa,dietary_supplement,0,0,NA,1
NCT06206876,0,2023,1,NA,0,0,1,0,PROCEDURE,1,academic,5,1,0,0,biopsy,procedure,6,4,NA,0
NCT06341725,0,2024,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,malignant lymph nodes,other,0,0,NA,1
NCT06344299,1,2024,NA,NA,0,0,1,0,OTHER,0,academic,36,25,NA,1,potential predictors,other,0,0,NA,1
NCT06378580,1,2024,NA,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,surufatinib combine immune checkpoint inhibitor,drug,0,0,NA,1
NCT06398587,0,2024,2,NA,0,0,1,0,DRUG,1,academic,7,4,0,0,onvansertib,drug,1,1,NA,0
NCT06498518,0,2024,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,imm 101 pembrolizumab gemcitabine,drug,0,0,NA,1
