trial_uid,binary_success_label,start_year,phase_numeric,is_phase_1_2_combined,num_arms,is_randomized,is_multi_center,country_count,is_multi_country,intervention_type,is_combination_therapy,sponsor_type,sponsor_trial_count_total,sponsor_trial_count_last_5y,sponsor_success_rate_historical,is_top_10_sponsor,target_primary,target_category,target_trial_count_total,target_trial_count_last_5y,target_success_rate_historical,is_novel_target
NCT04098432,1,2019,1,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,nivolumab,drug,6,6,0.5,0
NCT04101929,NA,2019,2,0,NA,0,0,1,0,DRUG,0,academic,11,10,NA,0,apatinib,drug,3,3,NA,0
NCT04106856,NA,2019,1,0,NA,0,0,1,0,RADIATION,1,academic,3,1,0,0,hypofractionated radiation therapy,radiation,0,0,NA,1
NCT04109495,1,2019,NA,NA,NA,0,0,1,0,OTHER,0,academic,8,7,0,0,smart phone application noom,other,0,0,NA,1
NCT04110769,NA,2019,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,5,2,1,0,next generation sequencing,diagnostic_test,0,0,NA,1
NCT04112836,NA,2019,NA,NA,NA,0,0,6,1,NA,0,academic,0,0,NA,0,advanced disease,NA,190,74,0,0
NCT04115163,NA,2019,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,67,21,0.44,0
NCT04117087,NA,2019,1,0,NA,0,0,1,0,DRUG,0,academic,27,9,0.583,1,kras peptide vaccine,drug,0,0,NA,1
NCT04119362,NA,2019,NA,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,quality of live questionnaires,other,0,0,NA,1
NCT04123574,0,2019,0.5,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,talabostat mesylate,drug,0,0,NA,1
NCT04128332,NA,2019,NA,NA,NA,0,0,1,0,RADIATION,0,unknown,0,0,NA,0,pre operative stereotactic ablative body radiotherapy,radiation,0,0,NA,1
NCT04130399,0,2019,2,0,NA,0,0,1,0,RADIATION,1,academic,3,1,0,0,stereotactic body radiation therapy sbrt,radiation,2,0,0,0
NCT04131192,0,2019,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,z650,drug,0,0,NA,1
NCT04132505,NA,2019,1,0,NA,0,0,1,0,DRUG,0,academic,26,11,0.5,1,binimetinib,drug,0,0,NA,1
NCT04133155,1,2019,NA,NA,NA,0,0,1,0,DRUG,0,academic,5,2,1,0,nab paclitaxel plus gemcitabine,drug,1,1,NA,0
NCT04134468,0,2019,2,0,NA,0,0,1,0,DRUG,0,academic,13,9,0.167,1,pegvorhyaluronidase alfa,drug,0,0,NA,1
NCT04136522,NA,2019,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,5,2,1,0,conventional pancreaticoduodenectomy,procedure,0,0,NA,1
NCT04136769,0,2019,NA,NA,NA,0,0,1,0,PROCEDURE,0,unknown,0,0,NA,0,visceral debranching,procedure,0,0,NA,1
NCT04137536,NA,2019,1,0,NA,0,0,1,0,DRUG,0,academic,17,8,1,1,anti egfr bispecific antibody armed activated t cells,drug,0,0,NA,1
NCT04137822,NA,2019,NA,NA,NA,0,0,2,1,BIOLOGICAL,0,unknown,0,0,NA,0,imm 101,biological,1,0,NA,0
NCT04141995,0,2019,2,0,NA,0,0,1,0,DRUG,0,academic,5,1,1,0,digoxin,drug,0,0,NA,1
NCT04143152,NA,2019,NA,NA,NA,0,0,1,0,NA,0,academic,0,0,NA,0,biomarker,NA,28,13,0.5,0
NCT04146298,NA,2019,1,0,NA,0,0,1,0,DRUG,1,academic,7,7,1,0,cyclophosphamide,drug,4,4,0,0
NCT04146441,NA,2019,2,0,NA,0,0,1,0,COMBINATION_PRODUCT,1,academic,0,0,NA,0,sonovue,combination_product,1,0,NA,0
NCT04151277,NA,2019,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,folfox a,drug,0,0,NA,1
NCT04151719,0,2019,3,0,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,methylnaltrexone bromide mntx,drug,0,0,NA,1
NCT04156087,NA,2019,2,0,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,durvalumab 50 mg ml,drug,0,0,NA,1
NCT04157127,NA,2019,1,0,NA,0,0,1,0,BIOLOGICAL,0,biotech,0,0,NA,0,autologous dc therapy,biological,0,0,NA,1
NCT04158635,NA,2019,1,0,NA,0,0,1,0,DRUG,1,academic,7,2,0,0,bosentan,drug,0,0,NA,1
NCT04161417,NA,2019,NA,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,patients with suspected or confirmed pancreatic cancer will be be asked to provide biopsy material for molecular profiling,other,0,0,NA,1
NCT04161755,NA,2019,1,0,NA,0,0,1,0,DRUG,1,academic,17,8,1,1,atezolizumab,drug,0,0,NA,1
NCT04164602,NA,2019,NA,NA,NA,0,0,1,0,NA,0,academic,0,0,NA,0,biomarker,NA,28,13,0.5,0
NCT04164992,NA,2019,NA,NA,NA,0,0,NA,0,DEVICE,0,academic,1,1,NA,0,eusra electrode needle connected to a radiofrequency generator viva rf generator starmed seoul s korea,device,0,0,NA,1
NCT04167007,NA,2019,3,0,NA,0,0,1,0,DRUG,0,unknown,2,2,0,0,gemcitabine,drug,67,21,0.44,0
NCT04172532,NA,2019,1,0,NA,0,0,1,0,PROCEDURE,1,academic,40,5,0.714,1,biopsy procedure,procedure,0,0,NA,1
NCT04176952,0,2019,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,folfox a,drug,0,0,NA,1
NCT04177810,NA,2019,2,0,NA,0,0,1,0,DRUG,0,academic,27,9,0.583,1,cemiplimab,drug,0,0,NA,1
NCT04181645,NA,2019,NA,NA,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,biological shr 1210 drug gemcitabine drug paclitaxel albumin,drug,0,0,NA,1
NCT04183478,NA,2019,2,0,NA,0,0,1,0,DRUG,1,academic,1,1,NA,0,k 001,drug,1,1,1,0
NCT04191421,NA,2019,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,1,0,1,0,siltuximab,biological,0,0,NA,1
NCT04193904,0,2019,1,0,NA,0,0,1,0,DRUG,1,biotech,0,0,NA,0,mrx0518,drug,0,0,NA,1
NCT04194268,NA,2019,NA,NA,NA,0,0,1,0,RADIATION,0,academic,3,1,0,0,carbon ion,radiation,1,1,NA,0
NCT04196816,NA,2019,NA,NA,NA,0,0,1,0,NA,0,academic,1,1,NA,0,supportive outcomes,NA,8,2,NA,0
NCT04203641,0,2019,1,0,NA,0,0,1,0,BIOLOGICAL,1,biotech,0,0,NA,0,l dos47,biological,0,0,NA,1
NCT04207944,NA,2019,2,0,NA,0,0,1,0,DRUG,1,academic,6,4,0,0,sulindac 400 mg,drug,0,0,NA,1
NCT04211948,NA,2019,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,robotic surgery,procedure,0,0,NA,1
NCT04212026,0,2019,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,nivolumab,drug,6,6,0.5,0
NCT04216758,NA,2019,2,0,NA,0,0,1,0,DRUG,0,academic,11,10,NA,0,nab paclitaxel,drug,20,14,0.75,0
NCT04217096,NA,2019,4,0,NA,0,0,1,0,DRUG,0,academic,11,10,NA,0,paclitaxel liposome,drug,0,0,NA,1
NCT04224402,NA,2019,2,0,NA,0,0,1,0,DRUG,0,unknown,1,1,1,0,mfolforinox,drug,0,0,NA,1
NCT04228601,1,2020,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,fluzoparib,drug,0,0,NA,1
NCT04229004,1,2019,3,0,NA,0,1,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine combined with nab paclitaxel,drug,0,0,NA,1
NCT04233866,NA,2020,2,0,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,fluorouracil,drug,16,5,0.6,0
NCT04239001,NA,2020,NA,NA,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,peg rhg csf,drug,0,0,NA,1
NCT04241276,NA,2020,2,0,NA,1,0,1,0,DRUG,0,academic,0,0,NA,0,atra,drug,1,1,1,0
NCT04241367,NA,2020,NA,NA,NA,0,1,1,0,NA,0,academic,1,0,1,0,biomarker,NA,35,19,0.5,0
NCT04243499,NA,2024,1,0,NA,0,0,2,1,OTHER,1,biotech,0,0,NA,0,ict01,other,0,0,NA,1
NCT04245644,NA,2020,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,unknown,1,1,NA,0,use of targeted drugs such as aspirin b blockers metformin ace inhibitors statins,behavioral,0,0,NA,1
NCT04246203,NA,2020,NA,NA,NA,0,0,1,0,OTHER,0,academic,2,1,NA,0,liquid biopsy,other,3,3,NA,0
NCT04246710,NA,2020,NA,NA,NA,0,0,1,0,NA,0,academic,1,1,0,0,imaging diagnostics,NA,35,19,0,0
NCT04247165,NA,2020,1,0,NA,0,0,1,0,DRUG,1,academic,2,2,1,0,gemcitabine,drug,73,24,0.429,0
NCT04247503,NA,2020,NA,NA,NA,0,0,1,0,NA,0,academic,12,4,0.333,1,observational non therapeutic,NA,5,2,NA,0
NCT04257448,NA,2020,1,0,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,romidepsin,drug,0,0,NA,1
NCT04257955,1,2020,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,unknown,8,0,0.667,0,interview and evaluation of engagement,behavioral,0,0,NA,1
NCT04258072,NA,2020,1,0,NA,0,0,1,0,DRUG,0,academic,5,2,NA,0,vactosertib,drug,0,0,NA,1
NCT04258150,0,2020,2,0,NA,0,0,1,0,DRUG,1,academic,2,2,1,0,nivolumab,drug,9,9,0.5,0
NCT04262388,0,2020,2,0,NA,0,0,1,0,BIOLOGICAL,0,academic,11,4,0.5,0,durvalumab,biological,3,2,0,0
NCT04263948,1,2020,NA,NA,NA,0,0,1,0,DEVICE,0,unknown,0,0,NA,0,picado system internet platform and connected objects,device,0,0,NA,1
NCT04274972,NA,2020,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,unknown,2,2,NA,0,microbiome evaluation,diagnostic_test,0,0,NA,1
NCT04276857,NA,2019,NA,NA,NA,0,0,1,0,DEVICE,0,academic,1,1,0,0,irreversible electroporation nanoknife,device,0,0,NA,1
NCT04276909,0,2019,NA,NA,NA,0,0,1,0,COMBINATION_PRODUCT,1,biotech,0,0,NA,0,lum imaging system,combination_product,0,0,NA,1
NCT04281290,0,2020,1,0,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,electrochemotherapy electroporation with cliniporator vitae and chemotherapy drug bleomycin phc 15 e united states pharmacopeia usp,procedure,0,0,NA,1
NCT04281511,NA,2020,NA,NA,NA,0,0,1,0,NA,0,academic,1,0,1,0,biomarker,NA,35,19,0.5,0
NCT04289792,NA,2020,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,nab paclitaxel gemcitabine,drug,2,1,NA,0
NCT04289961,NA,2018,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,unknown,1,0,NA,0,portal vein sampling,diagnostic_test,0,0,NA,1
NCT04290364,NA,2020,NA,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,palliative care,other,0,0,NA,1
NCT04292743,NA,2020,1,0,NA,0,0,1,0,BIOLOGICAL,1,academic,6,4,0,0,eryaspase,biological,0,0,NA,1
NCT04293497,NA,2020,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,1,1,1,0,cytology staining,diagnostic_test,0,0,NA,1
NCT04298242,NA,2020,NA,NA,NA,0,0,1,0,DEVICE,0,academic,5,1,0.5,0,exablate 2100,device,0,0,NA,1
NCT04300114,0,2020,3,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,fluzoparib,drug,0,0,NA,1
NCT04303403,NA,2018,1,0,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,trametinib,drug,0,0,NA,1
NCT04305067,1,2020,NA,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,exercise,other,0,0,NA,1
NCT04306861,0,2019,NA,NA,NA,0,0,NA,0,DIAGNOSTIC_TEST,0,academic,2,0,NA,0,mri,diagnostic_test,0,0,NA,1
NCT04310111,NA,2020,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,1,1,NA,0,eus rfa,procedure,0,0,NA,1
NCT04310553,NA,2020,NA,NA,NA,0,1,1,0,PROCEDURE,0,academic,3,3,NA,0,irreversible electroporation,procedure,4,4,0,0
NCT04315311,0,2020,4,0,NA,0,0,NA,0,DRUG,0,big_pharma,1,1,0,0,creon,drug,0,0,NA,1
NCT04316507,NA,2020,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,genetic counselling and testing,procedure,0,0,NA,1
NCT04323917,NA,2019,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,3,3,0.5,0,liquid biopsy,diagnostic_test,2,2,NA,0
NCT04324307,NA,2020,1,0,NA,0,0,1,0,DRUG,1,academic,10,10,1,0,pd l1 ctla4 bsab,drug,0,0,NA,1
NCT04325425,NA,2024,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,oxaliplatine hospira 5 mg ml solution diluer pour perfusion,drug,0,0,NA,1
NCT04329949,0,2020,3,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,relacorilant 100 mg and 25 mg,drug,0,0,NA,1
NCT04331041,NA,2020,2,0,NA,0,0,1,0,DEVICE,1,academic,11,7,0.167,0,adaptive stereotactic body radiation therapy,device,0,0,NA,1
NCT04338763,NA,2020,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,rp72,drug,0,0,NA,1
NCT04340141,NA,2020,3,0,NA,0,0,2,1,DRUG,1,academic,11,1,0.75,0,oxaliplatin,drug,11,3,0.667,0
NCT04348045,NA,2020,2,0,NA,0,0,1,0,DRUG,0,unknown,11,2,0.5,0,arm a olaparib,drug,0,0,NA,1
NCT04361162,NA,2020,2,0,NA,0,0,1,0,DRUG,1,academic,15,5,0.4,1,nivolumab,drug,9,9,0.5,0
NCT04365049,NA,2020,NA,NA,NA,0,0,1,0,RADIATION,1,academic,1,1,NA,0,radiotherapy,radiation,3,1,NA,0
NCT04370574,NA,2020,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,2,2,NA,0,soluble biomarkers dosage,diagnostic_test,0,0,NA,1
NCT04371224,NA,2020,2,0,NA,0,0,1,0,DRUG,0,academic,11,5,1,0,irinotecan liposomal injection onivyde,drug,1,1,1,0
NCT04373928,NA,2019,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,7,7,1,0,drug guided by mini pdx pdx,procedure,0,0,NA,1
NCT04374175,NA,2020,NA,NA,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,blood sample,biological,0,0,NA,1
NCT04377048,NA,2020,2,0,NA,0,0,NA,0,DRUG,0,academic,8,4,0,0,nivolumab,drug,9,9,0.5,0
NCT04379960,NA,2020,NA,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,peptides,other,0,0,NA,1
NCT04381130,NA,2020,1,0,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,ef 009,drug,0,0,NA,1
NCT04386057,NA,2020,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,hydroxychloroquine sulfate,drug,0,0,NA,1
NCT04387071,0,2020,1,0,NA,0,0,1,0,BIOLOGICAL,1,academic,2,0,0,0,agonistic anti ox40 monoclonal antibody incagn01949,biological,0,0,NA,1
NCT04389632,NA,2024,1,0,NA,0,0,2,1,NA,0,biotech,2,2,NA,0,advanced disease,NA,257,67,0,0
NCT04390243,0,2020,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,binimetinib,drug,1,1,NA,0
NCT04390399,NA,2020,2,0,NA,0,0,1,0,BIOLOGICAL,1,biotech,6,5,0,0,n 803,biological,0,0,NA,1
NCT04390763,0,2020,2,0,NA,0,0,14,1,BIOLOGICAL,1,big_pharma,1,0,NA,0,nis793,biological,0,0,NA,1
NCT04396093,NA,2020,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,unknown,0,0,NA,0,psychological support,behavioral,0,0,NA,1
NCT04400903,0,2020,NA,NA,NA,0,0,1,0,DEVICE,1,academic,4,2,0,0,activity monitor,device,0,0,NA,1
NCT04404595,NA,2020,1,0,NA,0,0,2,1,BIOLOGICAL,0,biotech,0,0,NA,0,ct041,biological,0,0,NA,1
NCT04406571,1,2020,NA,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,data record,other,0,0,NA,1
NCT04406831,NA,2020,NA,NA,NA,0,0,1,0,PROCEDURE,0,unknown,2,2,NA,0,blood draw,procedure,3,1,NA,0
NCT04409002,NA,2020,2,0,NA,0,0,1,0,DRUG,1,academic,15,5,0.4,1,niraparib,drug,1,1,NA,0
NCT04420130,0,2020,NA,NA,NA,0,0,NA,0,DRUG,1,unknown,1,1,NA,0,camrelizumab,drug,0,0,NA,1
NCT04421820,NA,2024,1,0,NA,0,0,3,1,DRUG,0,biotech,0,0,NA,0,folinic acid,drug,0,0,NA,1
NCT04423731,NA,2020,NA,NA,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,folfirinox,drug,14,7,0.286,0
NCT04425876,NA,2020,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,fluzoparib,drug,0,0,NA,1
NCT04427761,NA,2020,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,19,9,1,1,measurement of transitions in cancer scale mot ca survey,behavioral,0,0,NA,1
NCT04429490,1,2020,NA,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,adipose tissue sampling during surgery and urine sampling,other,0,0,NA,1
NCT04431258,NA,2024,1,0,NA,1,0,2,1,DRUG,0,biotech,0,0,NA,0,fluorouracil,drug,17,2,0.6,0
NCT04435067,NA,2020,NA,NA,NA,0,0,1,0,GENETIC,1,unknown,8,0,0.667,0,analysis of genetic mutations and the gene expression profile of lung metastasis and primary neoplasia,genetic,0,0,NA,1
NCT04436679,NA,2020,NA,NA,NA,0,0,1,0,NA,0,academic,0,0,NA,0,supportive outcomes,NA,9,2,NA,0
NCT04447092,NA,2020,2,0,NA,0,0,1,0,DRUG,0,academic,11,5,1,0,gemcitabine,drug,73,24,0.429,0
NCT04449406,NA,2020,NA,NA,NA,0,0,1,0,NA,0,academic,0,0,NA,0,biomarker,NA,35,19,0.5,0
NCT04452357,NA,2020,NA,NA,NA,0,0,1,0,RADIATION,0,academic,5,1,0,0,pldr,radiation,0,0,NA,1
NCT04452461,NA,2020,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,mfolfirinox,drug,6,4,0.75,0
NCT04466189,NA,2020,NA,NA,NA,0,0,1,0,NA,0,academic,1,0,1,0,observational non therapeutic,NA,5,2,NA,0
NCT04469556,NA,2020,2,0,NA,0,0,2,1,DRUG,0,academic,11,4,0.5,0,folfirinox,drug,14,7,0.286,0
NCT04472910,NA,2020,NA,NA,NA,0,0,1,0,DRUG,0,academic,11,4,0.5,0,modified folforinox mffx,drug,0,0,NA,1
NCT04476537,0,2020,NA,NA,NA,0,0,1,0,DEVICE,0,academic,10,1,0,0,oncotreat,device,0,0,NA,1
NCT04477343,NA,2020,1,0,NA,0,0,1,0,DRUG,0,big_pharma,1,0,NA,0,sx 682,drug,0,0,NA,1
NCT04481204,NA,2020,2,0,NA,0,0,1,0,DRUG,1,academic,28,12,0.455,1,cisplatin,drug,7,0,1,0
NCT04482257,NA,2020,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,irinotecan liposome injection combined with 5 fu lv,drug,0,0,NA,1
NCT04484909,NA,2020,1,0,NA,0,0,1,0,OTHER,1,academic,28,12,0.455,1,hafnium oxide containing nanoparticles nbtxr3,other,0,0,NA,1
NCT04492800,NA,2020,NA,NA,NA,0,0,1,0,DEVICE,0,academic,4,4,NA,0,paxman scalp cooling device,device,0,0,NA,1
NCT04493060,NA,2020,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,12,4,0.333,1,dostarlimab,biological,0,0,NA,1
NCT04498689,NA,2020,2,0,NA,0,0,1,0,DRUG,0,academic,15,13,NA,1,camrelizumab,drug,0,0,NA,1
NCT04518800,NA,2020,NA,NA,NA,0,0,1,0,DRUG,0,academic,5,3,NA,0,jin youli peg rhg csf,drug,0,0,NA,1
NCT04523987,NA,2020,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,ciprofloxacin,drug,0,0,NA,1
NCT04524702,1,2020,2,0,NA,0,0,1,0,DRUG,0,academic,3,2,1,0,gemcitabine,drug,73,24,0.429,0
NCT04525209,NA,2020,NA,NA,NA,0,0,1,0,OTHER,0,academic,3,3,NA,0,no intervention,other,0,0,NA,1
NCT04536077,0,2020,2,0,NA,0,0,1,0,DRUG,1,academic,11,7,0.167,0,cdx 301,drug,0,0,NA,1
NCT04536220,NA,2020,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,10,10,1,0,endoscopic ultrasound eus fine needle aspiration,diagnostic_test,0,0,NA,1
NCT04539808,NA,2020,2,0,NA,0,0,1,0,DRUG,1,academic,4,2,0,0,capecitabine,drug,26,4,0.625,0
NCT04542291,1,2020,1,0,NA,0,0,1,0,DRUG,1,academic,11,7,0.167,0,dapagliflozin,drug,0,0,NA,1
NCT04543071,NA,2020,2,0,NA,0,0,1,0,DRUG,0,unknown,1,1,0,0,motixafortide,drug,0,0,NA,1
NCT04548752,NA,2020,2,0,NA,0,0,1,0,PROCEDURE,1,academic,43,6,0.733,1,biopsy procedure,procedure,1,1,NA,0
NCT04549064,NA,2020,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,2,2,0,0,diagnosis of pancreatic cancer,diagnostic_test,0,0,NA,1
NCT04560270,1,2020,NA,NA,NA,0,0,NA,0,DIAGNOSTIC_TEST,0,academic,2,2,0.5,0,blood samples,diagnostic_test,2,2,NA,0
NCT04565327,0,2020,2,0,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,hyperpolarized carbon c 13 pyruvate,drug,0,0,NA,1
NCT04570943,NA,2020,2,0,NA,0,0,1,0,COMBINATION_PRODUCT,1,unknown,3,0,1,0,gabrinox,combination_product,0,0,NA,1
NCT04571489,NA,2020,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,gimatecan,drug,0,0,NA,1
NCT04572165,NA,2020,NA,NA,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,ozempic,drug,0,0,NA,1
NCT04575363,NA,2020,NA,NA,NA,0,0,1,0,OTHER,0,unknown,0,0,NA,0,blood sample,other,0,0,NA,1
NCT04581343,NA,2020,1,0,NA,0,0,1,0,DRUG,0,unknown,1,1,1,0,canakinumab injection spartalizumab nab paclitaxel gemcitabine,drug,0,0,NA,1
NCT04588025,NA,2020,NA,NA,NA,0,0,1,0,DEVICE,0,academic,5,2,0,0,point of care portable perfusion phantom p4,device,0,0,NA,1
NCT04589234,NA,2020,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,salmonella il2,drug,0,0,NA,1
NCT04592861,0,2020,3,0,NA,0,0,1,0,RADIATION,1,unknown,3,2,0,0,carbon ion rt,radiation,0,0,NA,1
NCT04594772,NA,2020,2,0,NA,0,0,1,0,DRUG,1,academic,1,0,0,0,folfirinox,drug,14,7,0.286,0
NCT04600063,NA,2020,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,4,2,1,0,isolation procedure ramps procedure,procedure,0,0,NA,1
NCT04600154,NA,2020,NA,NA,NA,0,0,1,0,DRUG,1,academic,8,4,0,0,ms 20,drug,0,0,NA,1
NCT04603586,1,2020,NA,NA,NA,0,0,1,0,RADIATION,1,academic,10,10,1,0,sbrt,radiation,2,2,0.5,0
NCT04605237,NA,2020,NA,NA,NA,0,0,1,0,NA,0,unknown,2,0,NA,0,supportive outcomes,NA,9,2,NA,0
NCT04612530,NA,2020,1,0,NA,0,0,1,0,DEVICE,1,unknown,2,1,NA,0,irreversible electroporation ire,device,2,2,0,0
NCT04616131,NA,2020,NA,NA,NA,0,0,1,0,NA,0,academic,0,0,NA,0,biomarker,NA,35,19,0.5,0
NCT04617067,1,2020,2,0,NA,0,0,1,0,DRUG,0,unknown,2,0,NA,0,paricalcitol,drug,2,1,0,0
NCT04617821,NA,2020,3,0,NA,0,0,1,0,DRUG,0,academic,15,13,NA,1,nab paclitaxel plus gemcitabine,drug,2,2,1,0
NCT04624217,NA,2020,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,shr 1701,drug,0,0,NA,1
NCT04627246,NA,2020,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,autologous dendritic cell vaccine loaded with personalized peptides pep dc vaccine,biological,0,0,NA,1
NCT04631445,1,2020,NA,NA,NA,0,0,1,0,OTHER,0,unknown,1,0,NA,0,ketogenic diet,other,1,0,0,0
NCT04632303,NA,2020,NA,NA,NA,0,0,1,0,OTHER,0,unknown,1,1,NA,0,early palliative care,other,0,0,NA,1
NCT04634539,NA,2020,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,73,24,0.429,0
NCT04636788,NA,2020,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,venous sampling,procedure,0,0,NA,1
NCT04637698,0,2020,1,0,NA,0,0,1,0,BIOLOGICAL,0,biotech,0,0,NA,0,oh2 injection,biological,0,0,NA,1
NCT04638868,NA,2020,NA,NA,NA,0,0,NA,0,DEVICE,0,academic,0,0,NA,0,microsieve device,device,0,0,NA,1
NCT04643405,0,2020,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,apg 1387 for injection,drug,0,0,NA,1
NCT04652206,NA,2020,1,0,NA,0,0,2,1,DRUG,0,unknown,0,0,NA,0,sco 101,drug,0,0,NA,1
NCT04662112,NA,2020,1,0,NA,0,0,1,0,DRUG,0,academic,8,5,1,0,nasox,drug,0,0,NA,1
NCT04662879,NA,2020,NA,NA,NA,0,0,1,0,OTHER,0,unknown,1,1,1,0,enriching new onset diabetes for pancreatic cancer endpac score,other,0,0,NA,1
NCT04665947,NA,2020,0.5,0,NA,0,0,1,0,DRUG,0,academic,2,1,1,0,68ga ga dota 5g and 177lu lu dota abm 5g,drug,0,0,NA,1
NCT04666740,NA,2020,2,0,NA,0,0,1,0,DRUG,0,academic,19,9,1,1,pembrolizumab,drug,6,5,0.5,0
NCT04667403,NA,2020,NA,NA,NA,0,0,1,0,OTHER,0,unknown,1,0,NA,0,telemedicine,other,0,0,NA,1
NCT04672005,NA,2020,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,folfirinox alternating with gemcitabine nab paclitaxel,drug,0,0,NA,1
NCT04674956,NA,2020,3,0,NA,1,1,1,0,DRUG,0,academic,3,3,NA,0,camrelizumab,drug,0,0,NA,1
NCT04677192,NA,2020,2,0,NA,0,0,1,0,COMBINATION_PRODUCT,1,academic,15,13,NA,1,microwave ablation combination with chemotherapy,combination_product,0,0,NA,1
NCT04683497,NA,2020,NA,NA,NA,0,0,NA,0,OTHER,0,academic,0,0,NA,0,contrast enhanced intraoperative ultrasound,other,0,0,NA,1
NCT04692740,NA,2020,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,chlorambucil oral 2 mg,drug,0,0,NA,1
NCT04698915,0,2021,2,0,NA,0,0,4,1,DRUG,0,biotech,1,1,1,0,drug gc4711,drug,0,0,NA,1
NCT04699539,NA,2020,NA,NA,NA,0,0,1,0,RADIATION,1,academic,10,10,1,0,sbrt,radiation,2,2,0.5,0
