nct_id,title,study_type,phase,status,sponsor,classification,classification_reason
NCT03632850,Web-based Treatment Information Tool for People With Advanced Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Bournemouth University,other,Does not match therapeutic or biomarker criteria
NCT03633734,Efficacy Evaluation of Sequential Treatment With AG and Modified Folfirinox in Metastatic Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE1,UNKNOWN,"Second Affiliated Hospital, School of Medicine, Zhejiang University",therapeutic,Interventional study
NCT03649035,Eus-guided Cryothermal Ablation in Stage III Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE3,WITHDRAWN,Istituto Clinico Humanitas,therapeutic,Interventional study
NCT03662035,Apatinib Combined With S-1 in the Second-line Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Changzhou No.2 People's Hospital,therapeutic,Interventional study
NCT03662412,Study of Sirolimus in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,UNKNOWN,"Second Affiliated Hospital, School of Medicine, Zhejiang University",therapeutic,Interventional study
NCT03666832,"Multi-center, Open-label, Phase 1b Clinical Trial to Evaluate the Safety, Tolerability, and Exploratory Efficacy of TEW-7197 in Combination With FOLFOX in Patients With Metastatic Pancreatic Ductal Adenocarcinoma Who Have Failed First-Line Gemcitabine and Nab-Paclitaxel",INTERVENTIONAL,PHASE1,UNKNOWN,Joon Oh Park,therapeutic,Interventional study
NCT03687853,Application of Intrahepatic Arterial Infusion Chemotherapy for Patients With High Risk of Liver Metastases After Pancreatic Cancer Surgery,INTERVENTIONAL,NA,UNKNOWN,Peking University Third Hospital,therapeutic,Interventional study
NCT03693677,"First Line Metastatic Pancreatic Cancer : 5FU/LV+Nal-IRI, Gemcitabine+Nab-paclitaxel or a Sequential Regimen of 2 Months 5FU/LV+Nal-IRI",INTERVENTIONAL,PHASE2,COMPLETED,Federation Francophone de Cancerologie Digestive,therapeutic,Interventional study
NCT03697239,High Dose Ascorbic Acid (AA) + Nanoparticle Paclitaxel Protein Bound + Cisplatin + Gemcitabine (AA NABPLAGEM) in Patients Who Have Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,WITHDRAWN,Hitendra Patel,therapeutic,Interventional study
NCT03703089,Gemcitabine & Nab-Paclitaxel in Pancreatic Adenocarcinoma With Positive Peritoneal Cytology,INTERVENTIONAL,PHASE1,UNKNOWN,Benaroya Research Institute,therapeutic,Interventional study
NCT03714542,Prospective Evaluation of the Role of MRI in the Perioperative Management of Pancreas Adenocarcinomas,INTERVENTIONAL,NA,COMPLETED,University of Lausanne Hospitals,therapeutic,Interventional study
NCT03716531,Electron Beam Intraoperative Radiation Therapy Following Chemoradiation in Patients With Pancreatic Cancer With Vascular Involvement,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,Massachusetts General Hospital,therapeutic,Interventional study
NCT03716596,SBRT and Anti-programmed Cell Death Protein 1(Anti-PD-1) in Late Stage or Recurrent Pancreatic Cancer Patients,INTERVENTIONAL,PHASE1,TERMINATED,"Second Affiliated Hospital, School of Medicine, Zhejiang University",therapeutic,Interventional study
NCT03723915,Pembrolizumab and Pelareorep in Treating Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,Northwestern University,therapeutic,Interventional study
NCT03724435,Focused Ultrasound for the Treatment of Pancreatic Cancer - an International Registry,OBSERVATIONAL,Unknown,TERMINATED,Focused Ultrasound Foundation,other,Does not match therapeutic or biomarker criteria
NCT03727880,Study of Pembrolizumab With or Without Defactinib Following Chemotherapy as a Neoadjuvant and Adjuvant Treatment for Resectable Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,Lei Zheng,therapeutic,Interventional study
NCT03750669,Sequential Use of AG and mFOLFIRINOX as Neoadjuvant Chemotherapy for Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE3,COMPLETED,"Second Affiliated Hospital, School of Medicine, Zhejiang University",therapeutic,Interventional study
NCT03766295,Masitinib Plus Gemcitabine in Pancreatic Cancer,INTERVENTIONAL,PHASE3,COMPLETED,AB Science,therapeutic,Interventional study
NCT03767582,Trial of Neoadjuvant and Adjuvant Nivolumab and BMS-813160 With or Without GVAX for Locally Advanced Pancreatic Ductal Adenocarcinomas.,INTERVENTIONAL,PHASE1,COMPLETED,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,therapeutic,Interventional study
NCT03770247,Intraoperative Versus CT Guided Celiac Plexus Neurolysis in Unresectable Pancreatic Cancer,INTERVENTIONAL,NA,COMPLETED,Mansoura University,therapeutic,Interventional study
NCT03772756,EUS-RFA for Unresectable Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,NA,COMPLETED,First People's Hospital of Hangzhou,therapeutic,Interventional study
NCT03777462,Borderline Resectable Pancreatic Cancer Neoadjuvant Chemoradiotherapy Clinicaltrial-1,INTERVENTIONAL,PHASE2,UNKNOWN,Changhai Hospital,therapeutic,Interventional study
NCT03791073,New Biomarkers in Pancreatic Cancer Using EXPEL Concept,OBSERVATIONAL,Unknown,UNKNOWN,"University Hospital, Montpellier",biomarker,Biomarker or molecular study
NCT03792932,Laparoscopic vs Open Pancreatectomy for Body and Tail Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,Fudan University,therapeutic,Interventional study
NCT03806309,"OSE2101+FOLFIRI, or FOLFIRI Maintenance After FOLFIRINOX-based Induction Therapy in Advanced or Metastatic PDAC",INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,GERCOR - Multidisciplinary Oncology Cooperative Group,therapeutic,Interventional study
NCT03816163,A Study of Zolbetuximab (IMAB362) in Adults With Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,"Astellas Pharma Global Development, Inc.",therapeutic,Interventional study
NCT03822936,Carbon Ions Radiation Therapy for Resectable or Borderline Resectable Pancreas Adenocarcinoma,INTERVENTIONAL,PHASE2,TERMINATED,CNAO National Center of Oncological Hadrontherapy,therapeutic,Interventional study
NCT03838029,Perioperative Intervention to Reduce Metastatic Processes in Pancreatic Cancer Patients Undergoing Curative Surgery,INTERVENTIONAL,PHASE2,RECRUITING,Assaf-Harofeh Medical Center,therapeutic,Interventional study
NCT03840460,A Prospective Translational Tissue Collection Study in Early and Advanced Pancreatic Ductal Adenocarcinoma and Pancreatic Neuroendocrine Tumours to Enable Further Disease Characterisation and the Development of Potential Predictive and Prognostic Biomarkers,OBSERVATIONAL,Unknown,UNKNOWN,Royal Marsden NHS Foundation Trust,biomarker,Biomarker or molecular study
NCT03848182,Analyzing Childhood Recall Antigens in Patients With Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,Albert Einstein College of Medicine,therapeutic,Interventional study
NCT03851237,CCR2 PET for Pancreatic Cancer Imaging and Prediction of Response to Standard and CCR2-Targeted Therapy,INTERVENTIONAL,PHASE1,COMPLETED,Washington University School of Medicine,therapeutic,Interventional study
NCT03856658,Hepatic Artery Infusional Floxuridine to Treat Pancreatic Cancer Liver Metastases,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,Corewell Health West,therapeutic,Interventional study
NCT03859869,A Study of Creon (Pancrelipase) in Resected and Non-resected Pancreatic Cancer Participants With Exocrine Pancreatic Insufficiency (EPI),INTERVENTIONAL,PHASE4,TERMINATED,AbbVie,therapeutic,Interventional study
NCT03882866,Iodine-125 Seed Implantation Therapy for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,Ruijin Hospital,therapeutic,Interventional study
NCT03886298,Radiofrequency Splanchnic Denervation Versus Retrocrural Neurolytic Celiac Block for Pancreatic Cancer Pain,INTERVENTIONAL,NA,UNKNOWN,Assiut University,therapeutic,Interventional study
NCT03886571,U01-Biomarkers for Noninvasive and Early Detection of Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Hoag Memorial Hospital Presbyterian,biomarker,Biomarker or molecular study
NCT03890198,A Phase 1 Study of LCAR-C182A Cells in the Treatment of Advanced Gastric Cancer and Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,EARLY_PHASE1,TERMINATED,First Affiliated Hospital Xi'an Jiaotong University,therapeutic,Interventional study
NCT03895177,Evaluation of Resectability of Pancreatic Cancer Using Low kVp CT,INTERVENTIONAL,NA,UNKNOWN,Seoul National University Hospital,therapeutic,Interventional study
NCT03899649,A Registry Study of NanoKnife IRE for Stage 3 Pancreatic Cancer,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,"Angiodynamics, Inc.",other,Does not match therapeutic or biomarker criteria
NCT03908333,High Dose Ascorbic Acid and Nanoparticle Paclitaxel Protein Bound and Cisplatin and Gemcitabine (AA NABPLAGEM) in Patients Who Have Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,WITHDRAWN,Medical College of Wisconsin,therapeutic,Interventional study
NCT03910387,Telotristat Ethyl to Promote Weight Stability in Patients With Advanced Stage Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Emory University,therapeutic,Interventional study
NCT03937453,A Pancreatic Cancer Screening Study in Individuals With New-Onset or Deteriorating Diabetes Mellitus,OBSERVATIONAL,Unknown,RECRUITING,Nuvance Health,other,Early detection / screening study
NCT03940027,EUS-guided Celiac Plexus Neurolysis for the Treatment of Abdominal Pain in Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,Changhai Hospital,therapeutic,Interventional study
NCT03943667,Gemcitabine and Paclitaxel vs Gemcitabine Alone After FOLFIRINOX Failure in Metastatic Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE3,COMPLETED,UNICANCER,therapeutic,Interventional study
NCT03957135,Laparoscopic Versus Open Distal Pancreatectomy for Pancreatic Cancer: a Multicenter Randomized Controlled Trial,INTERVENTIONAL,NA,UNKNOWN,Seoul National University Hospital,therapeutic,Interventional study
NCT03959150,Metronomic Chemotherapy With Capecitabine for Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Ruijin Hospital,therapeutic,Interventional study
NCT03970252,Nivolumab in Combination With Chemotherapy Pre-Surgery in Treating Patients With Borderline Resectable Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,COMPLETED,Jonsson Comprehensive Cancer Center,therapeutic,Interventional study
NCT03977233,Tumor Subtypes in Subjects on FOLFIRINOX With Non-Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,UNC Lineberger Comprehensive Cancer Center,therapeutic,Interventional study
NCT03982446,Germline Mutations in Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,COMPLETED,Hellenic Cooperative Oncology Group,biomarker,Biomarker or molecular study
NCT03983057,Combination of Anti-PD-1 Antibody and Chemotherapy in Pancreatic Cancer,INTERVENTIONAL,PHASE3,UNKNOWN,Zhejiang University,therapeutic,Interventional study
NCT03986294,Second Line Treatment With Nal-IRI and S1 in Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),therapeutic,Interventional study
NCT03989310,"An Open-label, Phase I/II Study of the Pan-immunotherapy in Patients With Local Advanced/Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE1,UNKNOWN,Chinese PLA General Hospital,therapeutic,Interventional study
NCT04002479,Alpha Radiation Emitters Device for the Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,Alpha Tau Medical LTD.,therapeutic,Interventional study
NCT04024358,A New Scoring System for Perineural and Vascular Invasion in Pancreatic Cancer,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,Massimo Falconi,other,Does not match therapeutic or biomarker criteria
NCT04049461,Heterotopic Ossification in Abdominal Incision and Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Nanjing Medical University,other,Does not match therapeutic or biomarker criteria
NCT04054362,Paricalcitol Addition to Chemotherapy in Patients With Previously Untreated Metastatic Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE2,COMPLETED,Barts & The London NHS Trust,therapeutic,Interventional study
NCT04083235,"A Study to Assess the Effectiveness and Safety of Irinotecan Liposome Injection, 5-fluorouracil/Leucovorin Plus Oxaliplatin in Patients Not Previously Treated for Metastatic Pancreatic Cancer, Compared to Nab-paclitaxel+Gemcitabine Treatment",INTERVENTIONAL,PHASE3,COMPLETED,Ipsen,therapeutic,Interventional study
NCT04083651,A Study of Methylnaltrexone Bromide (MNTX) in Participants With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,WITHDRAWN,"Bausch Health Americas, Inc.",therapeutic,Interventional study
NCT04084496,mFOLFIRINOX as Adjuvent Chemotherapy in Treating Chinese Pancreatic Cancer Patients,INTERVENTIONAL,PHASE2,RECRUITING,Sun Yat-sen University,therapeutic,Interventional study
NCT04087889,Individual Patient Expanded Access IND of Hope Biosciences First Blood Relative Allogeneic Adipose-derived Mesenchymal Stem Cells (HB-adMSCs) for Pancreatic Cancer,EXPANDED_ACCESS,Unknown,NO_LONGER_AVAILABLE,Hope Biosciences LLC,other,Does not match therapeutic or biomarker criteria
NCT04091295,"BLESSED: Expanded Access for DNG64 for Advanced Pancreatic Cancer, Sarcoma and Carcinoma of Breast",EXPANDED_ACCESS,Unknown,AVAILABLE,Aveni Foundation,other,Does not match therapeutic or biomarker criteria
NCT04095195,Registry of Subjects at Risk of Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,Associazione Italiana per lo Studio del Pancreas,biomarker,Biomarker or molecular study
NCT04101929,"Apatinib, Irinotecan and S-1 (ApaIRIS) in Treating Patients With Metastatic Pancreatic Cancer After AG Regimen",INTERVENTIONAL,PHASE2,UNKNOWN,Fudan University,therapeutic,Interventional study
NCT04109495,Usefulness of Smartphone Application for Improving Nutritional Status of Pancreatic Cancer Patients,INTERVENTIONAL,NA,COMPLETED,Yonsei University,therapeutic,Interventional study
NCT04112836,Pancreatic Cancer Malnutrition and Pancreatic Exocrine Insufficiency in the Course of Chemotherapy in Unresectable Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Moscow Clinical Scientific Center,biomarker,Biomarker or molecular study
NCT04115163,Biologically Optimized Infusion Schedule of Gemcitabine and Nab-Paclitaxel for the Treatment of Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Anne Noonan,therapeutic,Interventional study
NCT04119362,"PARAGON Platform for Outcome, Quality of Life, and Translational Research on Pancreatic Cancer",OBSERVATIONAL,Unknown,COMPLETED,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,other,Does not match therapeutic or biomarker criteria
NCT04123574,A Pilot Study of BXCL701 in Patients With Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,WITHDRAWN,BioXcel Therapeutics Inc,therapeutic,Interventional study
NCT04133155,Retrospective Analysis of 2nd-line Nab-Paclitaxel + Gemcitabine After 1st-line FOLFIRINOX in Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Asan Medical Center,biomarker,Biomarker or molecular study
NCT04134468,MRI Effects of Pegvorhyaluronidase Alfa (PEGPH20) in Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE2,WITHDRAWN,Abramson Cancer Center at Penn Medicine,therapeutic,Interventional study
NCT04136522,Usefulness of the Artery First Approach in Pancreatic Cancer Surgery,INTERVENTIONAL,NA,UNKNOWN,Asan Medical Center,therapeutic,Interventional study
NCT04143152,Pancreatic Cancer Biomarker Study,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,Van Andel Research Institute,biomarker,Biomarker or molecular study
NCT04151719,An Extension Study of Methylnaltrexone Bromide (MNTX) in Participants With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE3,WITHDRAWN,"Bausch Health Americas, Inc.",therapeutic,Interventional study
NCT04161417,Precision-Panc Master Protocol: Personalising Treatment for Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,Judith Dixon-Hughes,therapeutic,Interventional study
NCT04176952,PRIMUS002: Looking at 2 Neo-adjuvant Treatment Regimens for Resectable and Borderline Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,Judith Dixon-Hughes,therapeutic,Interventional study
NCT04196816,Surgery for Pancreatic Cancer With Oligo-Metastasis,OBSERVATIONAL,Unknown,COMPLETED,"University Hospital, Montpellier",other,Does not match therapeutic or biomarker criteria
NCT04216758,Nab-P and Gem Compared With Gem and Tegafur in Adjuvant Chemotherapy After Radical Resection of Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Fudan University,therapeutic,Interventional study
NCT04228601,A Study of Fluzoparib in Combination With mFOLFIRINOX in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,"Jiangsu HengRui Medicine Co., Ltd.",therapeutic,Interventional study
NCT04239001,Efficacy and Safety of Pegylated Recombinant Human Granulocyte Stimulating Factor in Secondary Prevention of Albumin Paclitaxel Combined With S-1 in the First-line Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd.",therapeutic,Interventional study
NCT04241276,A Randomised Trial of ATRA in a Novel Drug Combination for Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,Queen Mary University of London,therapeutic,Interventional study
NCT04246203,Prognostic Role of Circulating Tumor DNA in Resectable Pancreatic Cancer,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,Ludwig-Maximilians - University of Munich,biomarker,Biomarker or molecular study
NCT04257448,Safety and Tolerance of Epigenetic and Immunomodulating Drugs Combined With Chemotherapeutics in Patients Suffering From Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,GWT-TUD GmbH,therapeutic,Interventional study
NCT04257955,COMMUNIcation and Patient Engagement at Diagnosis of PAncreatic CAncer,OBSERVATIONAL,Unknown,COMPLETED,IRCCS San Raffaele,other,Does not match therapeutic or biomarker criteria
NCT04258150,"Ipilimumab, Nivolumab, Tocilizumab and Radiation in Pretreated Patients With Advanced Pancreatic Cancer",INTERVENTIONAL,PHASE2,TERMINATED,Herlev Hospital,therapeutic,Interventional study
NCT04263948,Multidom Remote Monitoring of Patient With Advanced Pancreatic Cancer Treated With Florinox Using the PiCaDo Plateform,INTERVENTIONAL,NA,COMPLETED,Ramsay Générale de Santé,therapeutic,Interventional study
NCT04281290,Electrochemotherapy of Posterior Resection Surface for Lowering Disease Recurrence Rate in Pancreatic Cancer (PanECT Study),INTERVENTIONAL,PHASE1,TERMINATED,University Medical Centre Ljubljana,therapeutic,Interventional study
NCT04293497,Development of a New Immunochemistry Method Using Antibodies of Proteins Related Pancreatic Cancer,INTERVENTIONAL,NA,COMPLETED,Gangnam Severance Hospital,therapeutic,Interventional study
NCT04300114,A Study of Maintenance Treatment With Fluzoparib in gBRCA/PALB2 Mutated Pancreatic Cancer Whose Disease Has Not Progressed on First Line Platinum-Based Chemotherapy,INTERVENTIONAL,PHASE3,TERMINATED,"Jiangsu HengRui Medicine Co., Ltd.",therapeutic,Interventional study
NCT04306861,Novel MRI Techniques for Pancreatic Cancer,OBSERVATIONAL,Unknown,WITHDRAWN,Beth Israel Deaconess Medical Center,biomarker,Biomarker or molecular study
NCT04310111,EUS-RFA for Unresectable Pancreatic Cancer,INTERVENTIONAL,NA,COMPLETED,First People's Hospital of Hangzhou,therapeutic,Interventional study
NCT04323917,Detection of High Expression Levels of EMT-Transcription Factor mRNAs in Patients With Pancreatic Cancer and Their Diagnostic Potential,OBSERVATIONAL,Unknown,UNKNOWN,Istituto Clinico Humanitas,biomarker,Biomarker or molecular study
NCT04340141,Testing the Use of the Usual Chemotherapy Before and After Surgery for Removable Pancreatic Cancer,INTERVENTIONAL,PHASE3,ACTIVE_NOT_RECRUITING,Alliance for Clinical Trials in Oncology,therapeutic,Interventional study
NCT04361162,Nivolumab + Ipilimumab + Radiation in MSS Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,Massachusetts General Hospital,therapeutic,Interventional study
NCT04371224,NaliCap (Irinotecan Liposome (Nal-IRI)/Capecitabine) vs. NAPOLI (Nal-IRI/5-FU/LV) ) in Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Seoul National University Hospital,therapeutic,Interventional study
NCT04377048,Nivolumab Adding on Gemcitabine/S-1 in Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,National Taiwan University Hospital,therapeutic,Interventional study
NCT04379960,Identification of Immunogenic Neo-epitopes for the Development of Personalised Pancreatic Cancer Vaccines,OBSERVATIONAL,Unknown,COMPLETED,Queen Mary University of London,other,Does not match therapeutic or biomarker criteria
NCT04381130,A Phase I/IIa Study of EF-009 in Patients with Pancreatic Cancer,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,"Everfront Biotech Co., Ltd.",therapeutic,Interventional study
NCT04386057,LY3214996 +/- HCQ in Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,"Kimberly Perez, MD",therapeutic,Interventional study
NCT04387071,CMP-001 and INCAGN01949 for Patients With Stage IV Pancreatic Cancer and Other Cancers Except Melanoma,INTERVENTIONAL,PHASE1,TERMINATED,University of Southern California,therapeutic,Interventional study
NCT04390243,Binimetinib and Encorafenib for the Treatment of Pancreatic Cancer in Patients With a Somatic BRAF V600E Mutation,INTERVENTIONAL,PHASE2,TERMINATED,Academic and Community Cancer Research United,therapeutic,Interventional study
NCT04409002,Niraparib + Dostarlimab + RT in Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Massachusetts General Hospital,therapeutic,Interventional study
NCT04425876,A Study of Fluzoparib in Combination With mFOLFIRINOX in Patients With Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE1,UNKNOWN,"Jiangsu HengRui Medicine Co., Ltd.",therapeutic,Interventional study
NCT04427761,A Study of the Life Changes Experienced by Patients With Pancreatic Cancer,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,other,Does not match therapeutic or biomarker criteria
NCT04436679,INTER-Regional COHORTE of Long Term Pancreatic Cancer Survivors,OBSERVATIONAL,Unknown,COMPLETED,"University Hospital, Lille",other,Does not match therapeutic or biomarker criteria
NCT04447092,Pembrolizumab Plus Chemotherapy in 1st Line Treatment of Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,Seoul National University Hospital,therapeutic,Interventional study
NCT04476537,RNA Precision Oncology in Advanced Pancreatic Cancer,INTERVENTIONAL,NA,TERMINATED,Columbia University,therapeutic,Interventional study
NCT04481204,"New and Emerging Therapies for the Treatment of Resectable, Borderline Resectable, or Locally Advanced Pancreatic Cancer, PIONEER-Panc Study",INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT04493060,Niraparib and Dostarlimab for the Treatment of Germline or Somatic BRCA1/2 and PALB2 Mutated Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Mayo Clinic,therapeutic,Interventional study
NCT04525209,Integrative Proteomic Characterization of Pancreatic Ductal Adenocarcinoma,OBSERVATIONAL,Unknown,UNKNOWN,Ruijin Hospital,biomarker,Biomarker or molecular study
NCT04536077,Immunologic Effects of CDX-301 and CDX-1140 in Resectable Pancreatic Cancer Patients,INTERVENTIONAL,PHASE2,TERMINATED,Washington University School of Medicine,therapeutic,Interventional study
NCT04539808,"NeoOPTIMIZE: Early Switching of mFOLFIRINOX or Gemcitabine/Nab-Paclitaxel Before Surgery for the Treatment of Resectable, Borderline Resectable, or Locally-Advanced Unresectable Pancreatic Cancer",INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,OHSU Knight Cancer Institute,therapeutic,Interventional study
NCT04548752,"Testing the Addition of Pembrolizumab, an Immunotherapy Cancer Drug to Olaparib Alone as Therapy for Patients With Pancreatic Cancer That Has Spread With Inherited BRCA Mutations",INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,National Cancer Institute (NCI),therapeutic,Interventional study
NCT04549064,Biomarkers of Pancreatic Cancer and New Way to Detection,OBSERVATIONAL,Unknown,UNKNOWN,First Affiliated Hospital Xi'an Jiaotong University,biomarker,Biomarker or molecular study
NCT04575363,RPSA as a Potential Prognostic Biomarker of Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,CHU de Reims,therapeutic,Interventional study
NCT04581876,The Safety and Efficacy of the Combination of Raltitrexed for Injection and Nab-Paclitaxel in Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Fudan University,therapeutic,Interventional study
NCT04588025,Disposable Perfusion Phantom for Accurate DCE (Dynamic Contrast Enhanced)-MRI Measurement of Pancreatic Cancer Therapy Response,INTERVENTIONAL,NA,RECRUITING,University of Alabama at Birmingham,therapeutic,Interventional study
NCT04592861,Carbon Ion RT for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE3,TERMINATED,Albert Einstein College of Medicine,therapeutic,Interventional study
NCT04605237,Pancreatic Cancer Recurrence in the Netherlands,OBSERVATIONAL,Unknown,UNKNOWN,UMC Utrecht,other,Does not match therapeutic or biomarker criteria
NCT04616131,Evaluating the Response to Neoadjuvant Chemotherapy With Circulating Tumor DNA in Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Central DuPage Hospital,biomarker,Biomarker or molecular study
NCT04617067,"Paricalcitol Trial: Phase II, Open Label Clinical Trial of Paricalcitol in Combination With Gemcitabine/ Nab-Paclitaxel Therapy in Advanced Pancreatic Cancer",INTERVENTIONAL,PHASE2,COMPLETED,Cancer Trials Ireland,therapeutic,Interventional study
NCT04631445,Study Evaluating the Ketogenic Diet in Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,NA,COMPLETED,Translational Drug Development,therapeutic,Interventional study
NCT04632303,Early Palliative Care for Patients With Advanced Pancreatic Cancer.,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,"Inna Chen, MD",therapeutic,Interventional study
NCT04636788,Circulating Extracellular Exosomal Small RNA as Potential Biomarker for Human Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,Huazhong University of Science and Technology,therapeutic,Interventional study
NCT04637698,OH2 Oncolytic Viral Therapy in Pancreatic Cancer,INTERVENTIONAL,PHASE1,TERMINATED,"Binhui Biopharmaceutical Co., Ltd.",therapeutic,Interventional study
NCT04665947,First-in-human Study of the Theranostic Pair [68Ga]Ga DOTA-5G and [177Lu]Lu DOTA-ABM-5G in Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,RECRUITING,"University of California, Davis",therapeutic,Interventional study
NCT04683497,"CE-IOUS for Patients With Pancreatic Cancer Undergoing Surgery: A Prospective, Proof-of-concept Trial",INTERVENTIONAL,NA,UNKNOWN,University of Thessaly,therapeutic,Interventional study
NCT04692740,Chlorambucil in Metastatic PDAC Patients Bearing a Germ Line DNA Defects Repair Mutations (SALE Trial),INTERVENTIONAL,PHASE2,UNKNOWN,Michele Reni,therapeutic,Interventional study
NCT04698915,Phase 2b Study of GC4711 in Combination With SBRT for Nonmetastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,"Galera Therapeutics, Inc.",therapeutic,Interventional study
NCT04723030,The Transformation of Locally Advanced Pancreatic Cancer.,INTERVENTIONAL,PHASE2,UNKNOWN,Peking University,therapeutic,Interventional study
NCT04726956,A Combination of AKR1B10 and CA19-9 Improves the Diagnosis of PDAC,OBSERVATIONAL,Unknown,COMPLETED,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",other,Does not match therapeutic or biomarker criteria
